"prey_class","prey_order","prey_family","prey_sp","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","body_shape","l_max","phys_defense","transparent","col_disrupt","silver","countershade","gregarious_primary","trophic_level","fisheries_status"
"Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus hoedti","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",14,0,"0.0","0.0","1.0","0.0","NA","3.3","none"
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops similis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",20,0,"0.0","0.0","0.0","0.0","NA","4.2","none"
"Actinopterygii","Aulopiformes","Paralepididae","Lestrolepis intermedia","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",33.8,0,"1.0","0.0","1.0","0.0","NA","4.0","none"
"Actinopterygii","Aulopiformes","Scopelarchidae","Scopelarchus analis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",12.6,0,"0.0","0.0","0.0","0.0","NA","4.2","none"
"Actinopterygii","Beryciformes","Berycidae","Beryx splendens","demersal","continental slope","1.0","diel_yes","1.0","refuge_yes","0.0","season_no","fusiform",70,1,"0.0","0.0","1.0","1.0","schooling","3.81","commercial"
"Actinopterygii","Beryciformes","Diretmidae","Diretmus argenteus","demersal","continental slope","1.0","diel_yes","NA","refuge_NA","NA","season_NA","compressiform",27.6,1,"0.0","0.0","1.0","1.0","NA","3.4","potential"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis capensis","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",17,0,"0.0","0.0","1.0","1.0","schooling","3.0","minor commercial"
"Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros mcclellandi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",9.6,0,"0.0","0.0","1.0","1.0","NA","3.3","commercial"
"Actinopterygii","Gadiformes","Moridae","Antimora rostrata","benthic","continental slope","0.0","diel_no","NA","refuge_NA","1.0","season_yes","elongated",80,0,"0.0","0.0","1.0","0.0","shoaling","3.58","none"
"Actinopterygii","Lophiiformes","Ceratiidae","Ceratias tentaculatus","demersal","continental shelf","NA","diel_UN","NA","refuge_NA","NA","season_NA","compressiform",88,1,"0.0","0.0","0.0","0.0","solitary","3.3","none"
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus effulgens","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",15,0,"0.0","0.0","0.0","0.0","schooling","3.0","none"
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus lucidus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",11.8,0,"0.0","0.0","0.0","0.0","schooling","3.0","none"
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus ostenfeldi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",12,0,"0.0","0.0","0.0","0.0","schooling","3.2","none"
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus perspicillatus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",7.1,0,"0.0","0.0","0.0","0.0","schooling","3.12","none"
"Actinopterygii","Myctophiformes","Myctophidae","Hygophum hygomii","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",6.8,0,"0.0","0.0","1.0","0.0","schooling","3.0","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctodes hectoris","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",7,0,"0.0","0.0","1.0","0.0","shoaling","3.2","commercial"
"Actinopterygii","Myctophiformes","Myctophidae","Lampadena luminosa","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",20,0,"0.0","0.0","1.0","0.0","shoaling","3.2","none"
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum asperum","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",8.5,0,"0.0","0.0","1.0","1.0","shoaling","3.68","none"
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus barnardi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",11.6,0,"0.0","0.0","1.0","0.0","shoaling","3.1","none"
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus evermanni","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",8,0,"0.0","0.0","0.0","0.0","shoaling","3.4","none"
"Actinopterygii","Osmeriformes","Microstomatidae","Nansenia macrolepis","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","elongated",20,0,"0.0","0.0","1.0","0.0","shoaling","3.3","none"
"Actinopterygii","Osmeriformes","Opisthoproctidae","Monacoa grimaldii","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","compressiform",8,0,"0.0","0.0","1.0","0.0","NA","4.0","none"
"Actinopterygii","Perciformes","Carangidae","Decapterus macarellus","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","1.0","season_yes","fusiform",46,1,"0.0","0.0","1.0","1.0","schooling","3.24","commercial"
"Actinopterygii","Perciformes","Carangidae","Decapterus macrosoma","epipelagic","reef-associated","NA","diel_UN","0.0","refuge_no","1.0","season_yes","fusiform",35,1,"0.0","0.0","1.0","1.0","schooling","3.4","commercial"
"Actinopterygii","Perciformes","Gempylidae","Lepidocybium flavobrunneum","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",200,1,"0.0","0.0","1.0","0.0","schooling","4.34","minor commercial"
"Actinopterygii","Perciformes","Gempylidae","Rexea prometheoides","mesopelagic","continental slope","NA","diel_UN","0.0","refuge_no","NA","season_NA","elongated",40,1,"0.0","0.0","1.0","1.0","schooling","4.17","commercial"
"Actinopterygii","Perciformes","Gempylidae","Thyrsitoides marleyi","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",200,1,"0.0","0.0","1.0","0.0","NA","4.19","minor commercial"
"Actinopterygii","Perciformes","Istiophoridae","Makaira mazara","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",500,0,"0.0","0.0","1.0","1.0","solitary","4.46","commercial"
"Actinopterygii","Perciformes","Nomeidae","Cubiceps capensis","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",101,1,"0.0","0.0","1.0","1.0","schooling","3.4","minor commercial"
"Actinopterygii","Perciformes","Nomeidae","Cubiceps pauciradiatus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",20,1,"0.0","0.0","1.0","0.0","schooling","3.6","none"
"Actinopterygii","Perciformes","Priacanthidae","Cookeolus japonicus","demersal","reef-associated","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","fusiform",69,1,"0.0","0.0","1.0","0.0","solitary","3.5","commercial"
"Actinopterygii","Perciformes","Scombrolabracidae","Scombrolabrax heterolepis","mesopelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",30,1,"0.0","0.0","0.0","0.0","NA","3.95","none"
"Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena orientalis","benthic","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","elongated",40,1,"0.0","1.0","0.0","0.0","solitary","3.68","minor commercial"
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus aculeatus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","compressiform",8.3,1,"0.0","0.0","1.0","0.0","solitary","3.71","none"
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","demersal","coastal","NA","diel_UN","NA","refuge_NA","NA","season_NA","compressiform",60,0,"0.0","1.0","0.0","0.0","solitary","3.36","commercial"
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","epipelagic","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","compressiform",50,1,"0.0","1.0","0.0","1.0","schooling","3.47","commercial"
"Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","compressiform",337,0,"0.0","0.0","0.0","1.0","solitary","3.61","none"
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","compressiform",100,0,"0.0","1.0","1.0","1.0","solitary","3.66","none"
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","demersal","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","globiform",45,0,"0.0","1.0","0.0","0.0","solitary","3.37","minor commercial"
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","demersal","oceanic","NA","diel_UN","1.0","refuge_yes","1.0","season_yes","fusiform",61,0,"0.0","0.0","1.0","1.0","solitary","3.73","commercial"
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","globiform",32,0,"0.0","0.0","0.0","0.0","solitary","NA","none"
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","bathypelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",25,0,"0.0","0.0","0.0","0.0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",5.1,0,"0.0","0.0","0.0","0.0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",3.5,0,"0.0","0.0","0.0","0.0","NA","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",11.4,0,"0.0","0.0","0.0","0.0","NA","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",33.5,0,"0.0","1.0","0.0","0.0","NA","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",24,0,"0.0","1.0","0.0","0.0","NA","3.45","none"
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","demersal","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",23,0,"0.0","0.0","0.0","0.0","NA","NA","none"
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",170,0,"0.0","0.0","0.0","0.0","solitary","4.07","potential"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",30,0,"0.0","0.0","0.0","0.0","NA","NA","NA"
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",15,0,"0.0","0.0","0.0","0.0","NA","NA","none"
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",100,0,"0.0","0.0","0.0","0.0","pairing","4.49","commercial"
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","0.0","season_no","globiform",4.5,1,"0.0","1.0","0.0","0.0","NA","3.26","none"
"Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris faurei","demersal","continental slope","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",3,1,"0.0","1.0","0.0","0.0","schooling","NA","none"
"Malacostraca","Decapoda","Oplophoroidae","Janicella spinicauda","bathypelagic","continental slope","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",1.04,1,"1.0","1.0","0.0","0.0","schooling","3.52","none"
"Malacostraca","Decapoda","Oplophoroidae","Oplophorus typus","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",3.9,1,"0.0","0.0","0.0","0.0","schooling","3.2","none"
"Malacostraca","Decapoda","Pandalidae","Heterocarpus laevigatus","benthic","continental slope","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","elongated",18,1,"0.0","1.0","0.0","0.0","schooling","NA","potential"
"Malacostraca","Decapoda","Penaeidae","Funchalia taaningi","mesopelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",2.3,1,"0.0","0.0","0.0","0.0","schooling","2.71","none"
"Malacostraca","Decapoda","Penaeidae","Funchalia woodwardi","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",16,1,"0.0","0.0","0.0","0.0","schooling","2.7","none"
"Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","benthic","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","depressiform",20,1,"0.0","1.0","0.0","0.0","solitary","NA","commercial"
"Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla tredecimdentata","benthic","coastal","0.0","diel_no","1.0","refuge_yes","0.0","season_no","elongated",2.76,1,"0.0","1.0","0.0","0.0","pairing","NA","none"
"Malacostraca","Stomatopoda","Odontodacylidae","Odontodactylus scyllarus","benthic","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","elongated",17,0,"0.0","1.0","0.0","0.0","solitary","4.2","none"
"Malacostraca","Stomatopoda","Squillidae","Natosquilla investigatoris","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","elongated",6.3,0,"0.0","0.0","0.0","0.0","schooling","NA","none"
"Malacostraca","Stomatopoda","Squilllidae","Neoanchisquilla tuberculata","benthic","reef-associated","NA","diel_UN","1.0","refuge_yes","NA","season_NA","elongated",7.4,0,"0.0","1.0","0.0","0.0","schooling","NA","none"
"Thaliacea","Salpida","Salpidae","Salpa maxima","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","globiform",10,0,"0.0","0.0","0.0","0.0","schooling","NA","none"
"Gastropoda","Pteropoda","Cavoliniidae","Cavolinia tridentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"Gastropoda","Pteropoda","Cliidae","Clio pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gastropoda","Pteropoda","Cavoliniidae","Diacria trispinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thaliacea","Pyrosomatida","Pyrosomatidae","Pyrosoma atlanticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thaliacea","Salpida","Salpidae","Soestia zonaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
