"prey_class","prey_order","prey_family","prey_sp","life_stage","l_type","measure","length","l_type_use","b_shape_r","eye_body_r","standard_total","length_tl"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","larva","TL","l_max",2.4,"TL",6.15136139603933,0.0417813908391866,0.82051681154952,2.4
"Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","adult","TL","l_max",27.5,"TL",5.52412749794924,0.0494582661192675,0.815914191662073,27.5
"Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","juvenile","TL","l_max",14.2,"TL",5.52412749794924,0.0494582661192675,0.815914191662073,14.2
"Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","larva","TL","l_max",2.48,"TL",5.52412749794924,0.0494582661192675,0.815914191662073,2.48
"Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","adult","TL","l_max",70,"TL",4.8924695405584,0.0638402681199028,0.82144819907875,70
"Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","juvenile","TL","l_max",23.9,"TL",4.8924695405584,0.0638402681199028,0.82144819907875,23.9
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops nicholsii","adult","TL","l_max",15,"TL",5.61690913542632,0.0534081222517407,0.793358591426083,15
"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","adult","TL","l_max",16,"TL",8.63390629331855,0.0230372481335795,0.913341896122662,16
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","adult","TL","l_max",30,"TL",4.15852949529725,0.0516419598155347,0.414939715660567,30
"Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii","adult","TL","l_max",46,"TL",5.20221713727506,0.0561951864483175,0.825122567585587,46
"Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii","juvenile","TL","l_max",21.4,"TL",5.20221713727506,0.0561951864483175,0.825122567585587,21.4
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes maliger","adult","TL","l_max",61,"TL",2.55847714890812,0.128268692801878,1.47079120826414,61
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes maliger","juvenile","TL","l_max",31,"TL",2.55847714890812,0.128268692801878,1.47079120826414,31
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus stilbius","adult","TL","l_max",15,"TL",6.35846921353883,0.0748245896814489,0.867001809269728,15
"Actinopterygii","Perciformes","Scombridae","Katsuwonus pelamis","larva","TL","l_max",2.7,"TL",3.51737223401035,0.039496938235589,0.909395083791833,2.7
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema polystictum","adult","TL","l_max",110,"TL",8.33741098344183,0.0331874830787504,1,110
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema polystictum","larva","TL","l_max",2.75,"TL",8.33741098344183,0.0331874830787504,1,2.75
"Actinopterygii","Aulopiformes","Chlorothalmidae","Chlorophthalmus agassizi","adult","TL","l_max",40,"TL",6.81360990942104,0.108228867341122,0.82346975625736,40
"Actinopterygii","Aulopiformes","Chlorothalmidae","Chlorophthalmus agassizi","juvenile","TL","l_max",11.5,"TL",6.81360990942104,0.108228867341122,0.82346975625736,11.5
"Actinopterygii","Aulopiformes","Chlorothalmidae","Chlorophthalmus agassizi","larva","TL","l_max",3,"TL",6.81360990942104,0.108228867341122,0.82346975625736,3
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes aleutianus","adult","TL","l_max",97,"TL",3.44813167281453,0.066079419193207,0.816623068821829,97
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes aleutianus","juvenile","TL","l_max",47,"TL",3.44813167281453,0.066079419193207,0.816623068821829,47
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes brevispinis","adult","TL","l_max",71,"TL",3.74810972555259,0.0555220631499954,0.825567017191471,71
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes brevispinis","juvenile","TL","l_max",46,"TL",3.74810972555259,0.0555220631499954,0.825567017191471,46
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes diploproa","adult","TL","l_max",46,"TL",3.20009858931128,0.096231285478705,0.821099034572286,46
"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla gurnardus","adult","TL","l_max",60,"TL",6.40572232260977,0.0602178177136664,0.821775902482851,60
"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla gurnardus","juvenile","TL","l_max",18.8,"TL",6.40572232260977,0.0602178177136664,0.821775902482851,18.8
"Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus imperialis","adult","TL","l_max",25,"TL",2.95439822313399,0.0599815112173624,0.843008555060385,25
"Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus imperialis","juvenile","TL","l_max",6,"TL",2.95439822313399,0.0599815112173624,0.843008555060385,6
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius productus","adult","TL","l_max",91,"TL",6.49748619084254,0.0486430765926478,0.837947923926827,91
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius productus","juvenile","TL","l_max",34,"TL",6.49748619084254,0.0486430765926478,0.837947923926827,34
"Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys pacificus","adult","TL","l_max",34,"TL",6.51127522425103,0.0309252386581621,0.809484301403514,34
"Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys pacificus","juvenile","TL","l_max",16,"TL",6.51127522425103,0.0309252386581621,0.809484301403514,16
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes wilsoni","adult","TL","l_max",23,"TL",4.25181965637455,0.0949185405562745,0.821857164149424,23
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops ringens","adult","TL","l_max",21,"TL",10.9266963783864,0.0387212899111857,0.924875956471755,21
"Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys sordidus","adult","TL","l_max",41,"TL",2.93052140880576,0.069999433867943,0.837175390427177,41
"Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys sordidus","juvenile","TL","l_max",11.9,"TL",2.93052140880576,0.069999433867943,0.837175390427177,11.9
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes proriger","adult","TL","l_max",61,"TL",3.98091485544002,0.0736096758688669,0.813559216125657,61
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes proriger","juvenile","TL","l_max",30,"TL",3.98091485544002,0.0736096758688669,0.813559216125657,30
"Actinopterygii","Scorpaeniformes","Gonatidae","Helicolenus dactylopterus","adult","TL","l_max",50,"TL",3.54761376551636,0.0866750693526003,0.796634072240436,50
"Actinopterygii","Scorpaeniformes","Gonatidae","Helicolenus dactylopterus","juvenile","TL","l_max",32,"TL",3.54761376551636,0.0866750693526003,0.796634072240436,32
"Actinopterygii","Scorpaeniformes","Gonatidae","Helicolenus dactylopterus","larva","TL","l_max",4,"TL",3.54761376551636,0.0866750693526003,0.796634072240436,4
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus trachypterus","adult","TL","l_max",300,"TL",7.87153747452638,0.0243140692848239,0.867575305124447,300
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus trachypterus","juvenile","TL","l_max",180,"TL",7.87153747452638,0.0243140692848239,0.867575305124447,180
"Actinopterygii","Pleuronectiformes","Pleutonectidae","Microstomus pacificus","adult","TL","l_max",76,"TL",3.33606856229464,0.0486218254940133,0.828591254800021,76
"Actinopterygii","Pleuronectiformes","Pleutonectidae","Microstomus pacificus","juvenile","TL","l_max",38,"TL",3.33606856229464,0.0486218254940133,0.828591254800021,38
"Actinopterygii","Pleuronectiformes","Pleutonectidae","Microstomus pacificus","larva","TL","l_max",6.5,"TL",3.33606856229464,0.0486218254940133,0.828591254800021,6.5
"Actinopterygii","Pleutonectiformes","Pleuronectidae","Glyptocephalus zachirus","adult","TL","l_max",60,"TL",3.2163878553716,0.0509482465071595,0.816510145473304,60
"Actinopterygii","Pleutonectiformes","Pleuronectidae","Glyptocephalus zachirus","juvenile","TL","l_max",20,"TL",3.2163878553716,0.0509482465071595,0.816510145473304,20
"Actinopterygii","Pleutonectiformes","Pleuronectidae","Glyptocephalus zachirus","larva","TL","l_max",6.7,"TL",3.2163878553716,0.0509482465071595,0.816510145473304,6.7
"Actinopterygii","Ophidiiformes","Ophdiidae","Chilara taylori","adult","TL","l_max",40.4,"TL",6.88167236075799,0.0412058946597092,1,40.4
"Actinopterygii","Ophidiiformes","Ophdiidae","Chilara taylori","juvenile","TL","l_max",NA,"TL",6.88167236075799,0.0412058946597092,1,NA
"Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma fimbria","adult","TL","l_max",120,"TL",5.49404925178233,0.0257709118576891,0.849833637963547,120
"Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma fimbria","juvenile","TL","l_max",52.8,"TL",5.49404925178233,0.0257709118576891,0.849833637963547,52.8
"Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys ocellatus","adult","TL","l_max",240,"TL",9.95801472670632,0.016591182179499,1,240
"Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys ocellatus","juvenile","TL","l_max",50,"TL",9.95801472670632,0.016591182179499,1,50
"Actinopterygii","Perciformes","Coryphaenidae","Coryphaena hippurus","adult","TL","l_max",210,"TL",5.51641012123528,0.0235684456096152,0.780066691479545,210
"Actinopterygii","Perciformes","Coryphaenidae","Coryphaena hippurus","juvenile","TL","l_max",55.8,"TL",5.51641012123528,0.0235684456096152,0.780066691479545,55.8
"Actinopterygii","Perciformes","Nomeidae","Cubiceps gracilis","adult","TL","l_max",107,"TL",4.70501050417852,0.0648165101356274,0.796390424852737,107
"Actinopterygii","Perciformes","Nomeidae","Cubiceps gracilis","juvenile","TL","l_max",49.475,"TL",4.70501050417852,0.0648165101356274,0.796390424852737,49.475
"Actinopterygii","Perciformes","Nomeidae","Cubiceps gracilis","larva","TL","l_max",14.6,"TL",4.70501050417852,0.0648165101356274,0.796390424852737,14.6
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus nikparini","adult","TL","l_max",146,"TL",14.4544897925629,0.019153685579617,0.937415037925359,146
"Actinopterygii","Aulopiformes","Paralepididae","Macroparalepis affinis","adult","TL","l_max",55,"TL",16.7569898991592,0.0290059908698257,0.950882935761352,55
"Actinopterygii","Aulopiformes","Paralepididae","Sudis hyalina","adult","TL","l_max",100,"TL",9.59635272287898,0.0451398212789234,0.880258498623057,100
"Actinopterygii","Aulopiformes","Paralepididae","Sudis hyalina","juvenile","TL","l_max",40,"TL",9.59635272287898,0.0451398212789234,0.880258498623057,40
"Actinopterygii","Beloniformes","Belonidae","Strongylura exilis","adult","TL","l_max",91,"TL",18.1076610441128,0.0256648342771058,0.903840389806804,91
"Actinopterygii","Perciformes","Blenniidae","Blennius ocellaris","adult","TL","l_max",20,"TL",4.27898298111615,0.128342694057521,0.794358354390595,20
"Actinopterygii","Perciformes","Blenniidae","Blennius ocellaris","juvenile","TL","l_max",9.73,"TL",4.27898298111615,0.128342694057521,0.794358354390595,9.73
"Actinopterygii","Perciformes","Bramidae","Brama orcini","adult","TL","l_max",42,"TL",2.65651997711393,0.0628232329953204,0.692844722207276,42
"Actinopterygii","Perciformes","Caproidae","Antigonia capros","adult","TL","l_max",30.5,"TL",1.12770537703403,0.0968418878724362,0.754523587756125,30.5
"Actinopterygii","Perciformes","Caproidae","Antigonia capros","juvenile","TL","l_max",12,"TL",1.12770537703403,0.0968418878724362,0.754523587756125,12
"Actinopterygii","Perciformes","Caproidae","Capros aper","adult","TL","l_max",30,"TL",2.2884468276774,0.114707019421275,0.761140992517296,30
"Actinopterygii","Perciformes","Caproidae","Capros aper","juvenile","TL","l_max",8.2,"TL",2.2884468276774,0.114707019421275,0.761140992517296,8.2
"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster aggregata","adult","TL","l_max",20.3,"TL",3.15000114304272,0.0738456376905071,0.796069697673337,20.3
"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster aggregata","juvenile","TL","l_max",5,"TL",3.15000114304272,0.0738456376905071,0.796069697673337,5
"Actinopterygii","Perciformes","Labridae","Halichoeres nicholsi","adult","TL","l_max",38,"TL",3.41979947279233,0.0277324102424729,0.796787526077235,38
"Actinopterygii","Perciformes","Labridae","Halichoeres nicholsi","juvenile","TL","l_max",NA,"TL",3.41979947279233,0.0277324102424729,0.796787526077235,NA
"Actinopterygii","Scorpaeniformes","Peristediidae","Peristedion gracile","adult","TL","l_max",20,"TL",7.00831660987058,0.0661433652812038,0.858836449279762,20
"Actinopterygii","Scorpaeniformes","Peristediidae","Peristedion gracile","juvenile","TL","l_max",6.7,"TL",7.00831660987058,0.0661433652812038,0.858836449279762,6.7
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus bispinosus","adult","TL","l_max",11,"TL",3.85897411764706,0.0443592445172871,0.792700772652774,11
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus bispinosus","juvenile","TL","l_max",5.15,"TL",3.85897411764706,0.0443592445172871,0.792700772652774,5.15
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","adult","TL","l_max",11,"TL",1.97490772453378,0.0879693791807599,0.759731568098875,11
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias valdiviae","adult","TL","l_max",24.1,"TL",8.47931829038694,0.0198837793099334,0.915505536804047,24.1
"Actinopterygii","Sygnathiformes","Centriscidae","Macroramphosus scolopax","adult","TL","l_max",20,"TL",4.17374262668894,0.0748579500793388,0.864082841873616,20
"Actinopterygii","Sygnathiformes","Centriscidae","Macroramphosus scolopax","juvenile","TL","l_max",6.5,"TL",4.17374262668894,0.0748579500793388,0.864082841873616,6.5
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus aequoreus","adult","TL","l_max",60,"TL",43.6346062047949,0.011636577001968,1,60
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus californiensis","adult","TL","l_max",50,"TL",34.5803593403889,0.00678291814946619,1,50
"Branchiopoda","Onychopoda","Podonidae","Pseudevadne tergestina","adult","TL","l_max",0.1,"TL",1.62453712813478,0.0949881937048882,1,0.1
"Cephalopoda","Octopoda","Amphitretidae","Japetella diaphana","adult","TL","l_max",16,"TL",2.41709492497973,0.0766530196669182,0.61086806725147,16
"Cephalopoda","Octopoda","Amphitretidae","Japetella diaphana","juvenile","TL","l_max",5.5,"TL",2.41709492497973,0.0766530196669182,0.61086806725147,5.5
"Cephalopoda","Octopoda","Octopodidae","Octopus bimaculatus","adult","TL","l_max",61,"TL",4.44408165922352,0.0544349539609095,0.269818757528046,61
"Cephalopoda","Octopoda","Octopodidae","Octopus bimaculatus","juvenile","TL","l_max",18,"TL",4.44408165922352,0.0544349539609095,0.269818757528046,18
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus violaceus","adult","TL","l_max",100,"TL",6.49987429003084,0.0462089931268043,0.209050599127472,100
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus violaceus","juvenile","TL","l_max",13.6,"TL",6.49987429003084,0.0462089931268043,0.209050599127472,13.6
"Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","adult","TL","l_max",96,"TL",4.32431861565924,0.0367497032079742,0.328540792686309,96
"Hexanauplia","Calanoida","Calanidae","Calanus finmarchicus","adult","TL","l_max",0.4,"TL",4.41728752798318,0,0.677102832890904,0.4
"Hexanauplia","Calanoida","Calanidae","Cosmocalanus darwinii darwinii","adult","TL","l_max",0.258,"TL",NA,NA,NA,0.258
"Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus furcatus","adult","TL","l_max",0.16,"TL",4.03446365232285,0,0.673972171989902,0.16
"Hexanauplia","Cyclopoida","Corycaeidae","Farranula gibbula","adult","TL","l_max",0.11,"TL",3.77559603155814,0.076180969174325,0.789886783462311,0.11
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","adult","TL","l_max",0.21,"TL",4.25470332127997,0.117075714794915,0.778255217418605,0.21
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus macrocephalus","adult","TL","l_max",0.5,"TL",NA,NA,NA,0.5
"Malacostraca","Amphipoda","Eupronoidae","Parapronoe crustulum","adult","TL","l_max",2,"TL",NA,NA,NA,2
"Malacostraca","Amphipoda","Hyperiidae","Hyperia galba","adult","TL","l_max",1.2,"TL",4.69329916751324,0.0968753927922142,0.753191106079826,1.2
"Malacostraca","Amphipoda","Hyperiidae","Themisto gaudichaudii","adult","TL","l_max",2.8,"TL",6.25356215453494,0.0840376199812439,0.710987936277947,2.8
"Malacostraca","Amphipoda","Lanceolidae","Lanceola sayana","adult","TL","l_max",4.2,"TL",5.06871091333009,0.0132677644501132,0.802402134627143,4.2
"Malacostraca","Amphipoda","Oxyccephalidae","Leptocotis tenuirostris","adult","TL","l_max",0.9,"TL",6.21056671208793,0.0172819328361617,0.849778449289707,0.9
"Malacostraca","Amphipoda","Oxyccephalidae","Streetsia challengeri","adult","TL","l_max",4.9,"TL",9.18011155706689,0.0117965713139551,1,4.9
"Malacostraca","Amphipoda","Phrosinidae","Anchylomera blossevillei","adult","TL","l_max",1.1,"TL",NA,NA,NA,1.1
"Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","adult","TL","l_max",3,"TL",NA,NA,NA,3
"Malacostraca","Amphipoda","Phrosinidae","Primno macropa","adult","TL","l_max",2.1,"TL",3.70957175022018,0.0491267042457699,0.854280552124258,2.1
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus armatus","adult","TL","l_max",1.6,"TL",3.10386403779342,0.109729688296038,0.855740099944753,1.6
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus ovoides","adult","TL","l_max",2,"TL",NA,NA,NA,2
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus serratulus","adult","TL","l_max",0.7,"TL",1.90921008077212,0.186856235473001,0.819778085013478,0.7
"Malacostraca","Amphipoda","Vibiliidae","Vibilia gibbosa","adult","TL","l_max",0.8,"TL",NA,NA,NA,0.8
"Malacostraca","Decapoda","Alpheidae","Alpheus glaber","adult","TL","l_max",0.43,"TL",5.77047205247166,0.0282400040246912,0.880318216897512,0.43
"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","adult","TL","l_max",4.5,"TL",7.52257060327305,0.0328718905848096,0.79198758295141,4.5
"Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","adult","TL","l_max",13,"TL",2.74890108810733,0.076695823464348,0.881384669985547,13
"Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","juvenile","TL","l_max",1.45,"TL",2.74890108810733,0.076695823464348,0.881384669985547,1.45
"Malacostraca","Decapoda","Palinuridae","Palinurus mauritanicus","adult","TL","l_max",75,"TL",4.01477645492096,0.0330114041531213,0.849305753986266,75
"Malacostraca","Decapoda","Palinuridae","Palinurus mauritanicus","juvenile","TL","l_max",9,"TL",4.01477645492096,0.0330114041531213,0.849305753986266,9
"Malacostraca","Decapoda","Palinuridae","Palinurus mauritanicus","larva","TL","l_max",2.23,"TL",4.01477645492096,0.0330114041531213,0.849305753986266,2.23
"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae sulcatifrons","adult","TL","l_max",9.89,"TL",6.55043095224812,0.0167285363984211,0.840108606565698,9.89
"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae sulcatifrons","juvenile","TL","l_max",1.9,"TL",6.55043095224812,0.0167285363984211,0.840108606565698,1.9
"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae sulcatifrons","larva","TL","l_max",1.6,"TL",6.55043095224812,0.0167285363984211,0.840108606565698,1.6
"Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","adult","TL","l_max",16,"TL",3.76001132176856,0.0373931413000973,0.839270023685461,16
"Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","juvenile","TL","l_max",2.1,"TL",3.76001132176856,0.0373931413000973,0.839270023685461,2.1
"Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","larva","TL","l_max",2.8,"TL",3.76001132176856,0.0373931413000973,0.839270023685461,2.8
"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","adult","TL","l_max",1.4,"TL",8.8580992758633,0.0309819418689772,0.820557585951111,1.4
"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","adult","TL","l_max",5.4,"TL",8.23421273219414,0.0250970751388895,0.832763026335911,5.4
"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","juvenile","TL","l_max",0.58,"TL",8.23421273219414,0.0250970751388895,0.832763026335911,0.58
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","adult","TL","l_max",2.5,"TL",10.5898904840173,0.0600867421253654,0.839843473229237,2.5
"Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","adult","TL","l_max",4,"TL",10.4618702268278,0.0467019428692065,0.826092344196988,4
"Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","juvenile","TL","l_max",1.75,"TL",10.4618702268278,0.0467019428692065,0.826092344196988,1.75
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","adult","TL","l_max",2.6,"TL",NA,NA,NA,2.6
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","adult","TL","l_max",1.67,"TL",10.5048186765028,0.0424380305937707,0.830603351871416,1.67
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","juvenile","TL","l_max",0.9,"TL",10.5048186765028,0.0424380305937707,0.830603351871416,0.9
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","adult","TL","l_max",1.6,"TL",8.26961922680291,0.0882143516693987,0.804455601057784,1.6
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","adult","TL","l_max",16.4,"TL",7.99294090772674,0.0194400902853572,0.811398022800213,16.4
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","juvenile","TL","l_max",12,"TL",7.99294090772674,0.0194400902853572,0.811398022800213,12
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia ingens","adult","TL","l_max",35,"TL",5.63277432649128,0.0236396225153992,0.816645968239178,35
"Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus hansenii","adult","TL","l_max",7.7,"TL",NA,NA,NA,7.7
"Malacostraca","Stromatopoda","Protosquillidae","Echinosquilla guerinii","adult","TL","l_max",8.1,"TL",5.05842312885701,0.040512385831237,0.765909652814434,8.1
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","adult","TL","l_max",0.21,"TL",5.40001686237732,0.0153916311884278,0.841473690276954,0.21
"Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","juvenile",NA,"l_max",NA,NA,5.92717667262218,0.0455761960841425,0.51704262815379,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","juvenile",NA,"l_max",NA,NA,5.7325569691604,0.0384063357679049,0.564971320264562,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","juvenile",NA,"l_max",NA,NA,8.83928866832423,0.0481612926333679,0.602522957811243,NA
"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","juvenile",NA,"l_max",NA,NA,7.92963727743795,0.0851668058762836,0.859175551515747,NA
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","juvenile",NA,"l_max",NA,NA,13.1973470810214,0.0307084096156233,0.916094246251108,NA
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","juvenile",NA,"l_max",NA,NA,5.81498036971857,0.0788866667037566,0.771725736829658,NA
"Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis veranii","juvenile",NA,"l_max",NA,NA,11.6644740226409,0.0586785201725694,0.271312387273858,NA
"Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","juvenile",NA,"l_max",NA,NA,3.54899162799449,0.0656944011878248,0.795002498249248,NA
"Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","juvenile",NA,"l_max",NA,NA,4.93265216108913,0.0584555161744779,0.863521681715712,NA
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys decurrens","juvenile",NA,"l_max",NA,NA,2.17992144497205,0.0653012604649287,0.746755950455122,NA
"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","juvenile",NA,"l_max",NA,NA,8.63390629331855,0.0230372481335795,0.913341896122662,NA
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","juvenile",NA,"l_max",NA,NA,4.15852949529725,0.0516419598155347,0.414939715660567,NA
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus stilbius","juvenile",NA,"l_max",NA,NA,6.35846921353883,0.0748245896814489,0.867001809269728,NA
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema polystictum","juvenile",NA,"l_max",NA,NA,8.33741098344183,0.0331874830787504,1,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes wilsoni","juvenile",NA,"l_max",NA,NA,4.25181965637455,0.0949185405562745,0.821857164149424,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops ringens","juvenile",NA,"l_max",NA,NA,10.9266963783864,0.0387212899111857,0.924875956471755,NA
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","juvenile",NA,"l_max",NA,NA,6.28905342475231,0.0642329269337908,0.73876371594939,NA
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus nikparini","juvenile","TL","l_max",43,"TL",14.4544897925629,0.019153685579617,0.937415037925359,43
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","adult",NA,"l_max",NA,NA,9.41533838018793,0.0483594005680785,0.834346123854045,NA
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","juvenile",NA,"l_max",NA,NA,9.41533838018793,0.0483594005680785,0.834346123854045,NA
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","larva",NA,"l_max",NA,NA,9.41533838018793,0.0483594005680785,0.834346123854045,NA
"Actinopterygii","Aulopiformes","Paralepididae","Sudis hyalina","larva",NA,"l_max",NA,NA,9.59635272287898,0.0451398212789234,0.880258498623057,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","adult",NA,"l_max",NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","juvenile",NA,"l_max",NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","larva",NA,"l_max",NA,NA,NA,NA,NA,NA
"Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","juvenile",NA,"l_max",NA,NA,5.51114255394411,0,1,NA
"Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","larva",NA,"l_max",NA,NA,5.51114255394411,0,1,NA
"Actinopterygii","Perciformes","Blenniidae","Blennius ocellaris","larva",NA,"l_max",NA,NA,4.27898298111615,0.128342694057521,0.794358354390595,NA
"Actinopterygii","Perciformes","Bramidae","Brama orcini","juvenile",NA,"l_max",NA,NA,2.65651997711393,0.0628232329953204,0.692844722207276,NA
"Actinopterygii","Perciformes","Bramidae","Brama orcini","larva",NA,"l_max",NA,NA,2.65651997711393,0.0628232329953204,0.692844722207276,NA
"Actinopterygii","Perciformes","Caproidae","Antigonia capros","larva",NA,"l_max",NA,NA,1.12770537703403,0.0968418878724362,0.754523587756125,NA
"Actinopterygii","Perciformes","Caproidae","Capros aper","larva",NA,"l_max",NA,NA,2.2884468276774,0.114707019421275,0.761140992517296,NA
"Actinopterygii","Perciformes","Centrolophidae","Centrolophus niger","larva",NA,"l_max",NA,NA,4.21282623849809,0.0392637426586238,0.798607587415024,NA
