"prey_class","prey_order","prey_family","prey_sp","life_stage","l_type","measure","length","l_type_use","b_shape_r","eye_body_r","standard_total","length_tl"
"Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","juvenile",NA,"l_max",NA,NA,7.12672753263239,0.0396079535991368,0.835047279971112,NA
"Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","larva",NA,"l_max",NA,NA,7.12672753263239,0.0396079535991368,0.835047279971112,NA
"Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","larva",NA,"l_max",NA,NA,16.0970077138305,0.0279241668153583,0.905049672081243,NA
"Actinopterygii","Perciformes","Gempylidae","Nealotus tripes","larva",NA,"l_max",NA,NA,8.06902625820124,0.0470653940063948,0.860026405521185,NA
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus mizolepis bispinosus","larva",NA,"l_max",NA,NA,NA,NA,NA,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","juvenile",NA,"l_max",NA,NA,1.97490772453378,0.0879693791807599,0.759731568098875,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","larva",NA,"l_max",NA,NA,1.97490772453378,0.0879693791807599,0.759731568098875,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus imperatorius","larva",NA,"l_max",NA,NA,1.62246179039301,0.123359182689342,0.832674483153061,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","juvenile",NA,"l_max",NA,NA,1.59760858773949,0.130209556653056,0.768116527209641,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","larva",NA,"l_max",NA,NA,1.59760858773949,0.130209556653056,0.768116527209641,NA
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias valdiviae","juvenile",NA,"l_max",NA,NA,8.47931829038694,0.0198837793099334,0.915505536804047,NA
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias valdiviae","larva",NA,"l_max",NA,NA,8.47931829038694,0.0198837793099334,0.915505536804047,NA
"Actinopterygii","Stomiiformes","Stomiidae","Photonectes margarita","juvenile",NA,"l_max",NA,NA,11.7264117647059,0.0231319612003739,0.782583977513473,NA
"Actinopterygii","Stomiiformes","Stomiidae","Photonectes margarita","larva",NA,"l_max",NA,NA,11.7264117647059,0.0231319612003739,0.782583977513473,NA
"Actinopterygii","Sygnathiformes","Centriscidae","Macroramphosus scolopax","larva",NA,"l_max",NA,NA,4.17374262668894,0.0748579500793388,0.864082841873616,NA
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus aequoreus","juvenile",NA,"l_max",NA,NA,43.6346062047949,0.011636577001968,1,NA
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus aequoreus","larva",NA,"l_max",NA,NA,43.6346062047949,0.011636577001968,1,NA
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus californiensis","juvenile",NA,"l_max",NA,NA,34.5803593403889,0.00678291814946619,1,NA
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus californiensis","larva",NA,"l_max",NA,NA,34.5803593403889,0.00678291814946619,1,NA
"Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","larva",NA,"l_max",NA,NA,4.00770390564239,0.0953678953034641,0.494758846292766,NA
"Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","juvenile",NA,"l_max",NA,NA,3.27946932088237,0.0528972083864895,0.210050159824181,NA
"Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","larva",NA,"l_max",NA,NA,3.27946932088237,0.0528972083864895,0.210050159824181,NA
"Cephalopoda","Octopoda","Amphitretidae","Japetella diaphana","larva",NA,"l_max",NA,NA,2.41709492497973,0.0766530196669182,0.61086806725147,NA
"Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","juvenile",NA,"l_max",NA,NA,1.98082364587567,0.102038974294297,0.633069158263217,NA
"Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","larva",NA,"l_max",NA,NA,1.98082364587567,0.102038974294297,0.633069158263217,NA
"Cephalopoda","Octopoda","Argonautidae","Argonauta argo","larva",NA,"l_max",NA,NA,2.77803979041028,0.0687717239198642,0.500065631996491,NA
"Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","larva",NA,"l_max",NA,NA,1.74109797924799,0.100304885680282,0.444491217911405,NA
"Cephalopoda","Octopoda","Octopodidae","Octopus bimaculatus","larva",NA,"l_max",NA,NA,4.44408165922352,0.0544349539609095,0.269818757528046,NA
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","juvenile",NA,"l_max",NA,NA,1.39463756201212,0.0853750685578265,0.792700772696385,NA
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","larva",NA,"l_max",NA,NA,1.39463756201212,0.0853750685578265,0.792700772696385,NA
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus violaceus","larva",NA,"l_max",NA,NA,6.49987429003084,0.0462089931268043,0.209050599127472,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","juvenile",NA,"l_max",NA,NA,5.34538495821609,0.0697949529570643,0.456921391606816,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","larva",NA,"l_max",NA,NA,5.34538495821609,0.0697949529570643,0.456921391606816,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","juvenile",NA,"l_max",NA,NA,7.64098372224313,0.0310420569307045,0.596464034651598,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","larva",NA,"l_max",NA,NA,7.64098372224313,0.0310420569307045,0.596464034651598,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","juvenile",NA,"l_max",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","larva",NA,"l_max",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","juvenile",NA,"l_max",NA,NA,3.95210978472899,0.105027091930819,0.604021279577028,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","larva",NA,"l_max",NA,NA,3.95210978472899,0.105027091930819,0.604021279577028,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","larva",NA,"l_max",NA,NA,4.80014632437565,0.067840870541936,0.290534920223717,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","larva",NA,"l_max",NA,NA,6.0745063541683,0.06554227211486,0.330543034986048,NA
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis lorigera","larva",NA,"l_max",NA,NA,4.85315049928055,0.071223511973167,0.490600552110153,NA
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","juvenile",NA,"l_max",NA,NA,8.08153378039053,0.0694964323312668,0.607161656334074,NA
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","larva",NA,"l_max",NA,NA,8.08153378039053,0.0694964323312668,0.607161656334074,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","adult",NA,"l_max",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","juvenile",NA,"l_max",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","larva",NA,"l_max",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","juvenile",NA,"l_max",NA,NA,4.32859419033216,0.0725712424899676,0.459915021510759,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","larva",NA,"l_max",NA,NA,4.32859419033216,0.0725712424899676,0.459915021510759,NA
"Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","juvenile",NA,"l_max",NA,NA,4.32431861565924,0.0367497032079742,0.328540792686309,NA
"Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","larva",NA,"l_max",NA,NA,4.32431861565924,0.0367497032079742,0.328540792686309,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","larva",NA,"l_max",NA,NA,6.15359852076575,0.035734058029199,0.579006402567827,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","larva",NA,"l_max",NA,NA,5.63507959542583,0.0438650302036472,0.483715895781049,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","juvenile",NA,"l_max",NA,NA,4.89567531831975,0.04321980221303,0.788906647624305,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","larva",NA,"l_max",NA,NA,4.89567531831975,0.04321980221303,0.788906647624305,NA
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","larva",NA,"l_max",NA,NA,4.93426901451436,0.134293187001573,0.531265219678776,NA
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","juvenile",NA,"l_max",NA,NA,4.9698656964139,0.0988345556016666,0.432954020577877,NA
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","larva",NA,"l_max",NA,NA,4.9698656964139,0.0988345556016666,0.432954020577877,NA
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis (Heteroteuthis) dispar","larva",NA,"l_max",NA,NA,2.43487574284062,0.144468771718196,0.593690297946619,NA
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","larva",NA,"l_max",NA,NA,4.26313267099172,0.0814226216878224,0.453946114118484,NA
"Malacostraca","Decapoda","Alpheidae","Alpheus glaber","juvenile",NA,"l_max",NA,NA,5.77047205247166,0.0282400040246912,0.880318216897512,NA
"Malacostraca","Decapoda","Alpheidae","Alpheus glaber","larva",NA,"l_max",NA,NA,5.77047205247166,0.0282400040246912,0.880318216897512,NA
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","juvenile",NA,"l_max",NA,NA,5.40001686237732,0.0153916311884278,0.841473690276954,NA
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","larva",NA,"l_max",NA,NA,5.40001686237732,0.0153916311884278,0.841473690276954,NA
"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","juvenile",NA,"l_max",NA,NA,7.52257060327305,0.0328718905848096,0.79198758295141,NA
"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","larva",NA,"l_max",NA,NA,7.52257060327305,0.0328718905848096,0.79198758295141,NA
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","larva",NA,"l_max",NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","juvenile",NA,"l_max",NA,NA,8.8580992758633,0.0309819418689772,0.820557585951111,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","larva",NA,"l_max",NA,NA,8.8580992758633,0.0309819418689772,0.820557585951111,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","larva",NA,"l_max",NA,NA,8.23421273219414,0.0250970751388895,0.832763026335911,NA
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","adult",NA,"l_max",NA,NA,8.60495067970822,0.0279356180334047,0.690944163683456,NA
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","juvenile",NA,"l_max",NA,NA,8.60495067970822,0.0279356180334047,0.690944163683456,NA
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","larva",NA,"l_max",NA,NA,8.60495067970822,0.0279356180334047,0.690944163683456,NA
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","juvenile",NA,"l_max",NA,NA,10.5898904840173,0.0600867421253654,0.839843473229237,NA
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","larva",NA,"l_max",NA,NA,10.5898904840173,0.0600867421253654,0.839843473229237,NA
"Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","larva",NA,"l_max",NA,NA,10.4618702268278,0.0467019428692065,0.826092344196988,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","juvenile",NA,"l_max",NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","larva",NA,"l_max",NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","larva",NA,"l_max",NA,NA,10.5048186765028,0.0424380305937707,0.830603351871416,NA
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","juvenile",NA,"l_max",NA,NA,8.26961922680291,0.0882143516693987,0.804455601057784,NA
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","larva",NA,"l_max",NA,NA,8.26961922680291,0.0882143516693987,0.804455601057784,NA
"Malacostraca","Isopoda","Idoteidae","Idotea metallica","adult",NA,"l_max",NA,NA,2.86262590472009,0.0646699312888026,0.841835991039137,NA
"Malacostraca","Isopoda","Idoteidae","Idotea metallica","juvenile",NA,"l_max",NA,NA,2.86262590472009,0.0646699312888026,0.841835991039137,NA
"Malacostraca","Isopoda","Idoteidae","Idotea metallica","larva",NA,"l_max",NA,NA,2.86262590472009,0.0646699312888026,0.841835991039137,NA
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","larva",NA,"l_max",NA,NA,7.99294090772674,0.0194400902853572,0.811398022800213,NA
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia ingens","juvenile",NA,"l_max",NA,NA,5.63277432649128,0.0236396225153992,0.816645968239178,NA
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia ingens","larva",NA,"l_max",NA,NA,5.63277432649128,0.0236396225153992,0.816645968239178,NA
"Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus hansenii","juvenile",NA,"l_max",NA,NA,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus hansenii","larva",NA,"l_max",NA,NA,NA,NA,NA,NA
"Malacostraca","Stromatopoda","Protosquillidae","Echinosquilla guerinii","juvenile",NA,"l_max",NA,NA,5.05842312885701,0.040512385831237,0.765909652814434,NA
"Malacostraca","Stromatopoda","Protosquillidae","Echinosquilla guerinii","larva",NA,"l_max",NA,NA,5.05842312885701,0.040512385831237,0.765909652814434,NA
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","juvenile",NA,"l_max",NA,NA,5.21753816670108,0.0420774393121144,0.834909500490982,NA
"Actinopterygii","Perciformes","Bramidae","Brama brama","juvenile",NA,"l_max",NA,NA,2.83664382008211,0.0478158503032996,0.757359497010879,NA
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","juvenile",NA,"l_max",NA,NA,3.9392883880448,0.119638551907306,0.812920599191495,NA
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus atlanticus","juvenile",NA,"l_max",NA,NA,7.24017278915502,0.0483869077256095,0.847811199607507,NA
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium regale","juvenile",NA,"l_max",NA,NA,5.85569241330535,0.0418980138519684,0.875994838700788,NA
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus cuvieri","juvenile",NA,"l_max",NA,NA,7.03038592298802,0.033169196394893,0.864974547475142,NA
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus nikparini","larva",NA,"l_max",NA,NA,14.4544897925629,0.019153685579617,0.937415037925359,NA
"Actinopterygii","Aulopiformes","Paralepididae","Macroparalepis affinis","juvenile",NA,"l_max",NA,NA,16.7569898991592,0.0290059908698257,0.950882935761352,NA
"Actinopterygii","Aulopiformes","Paralepididae","Macroparalepis affinis","larva",NA,"l_max",NA,NA,16.7569898991592,0.0290059908698257,0.950882935761352,NA
"Actinopterygii","Beloniformes","Belonidae","Strongylura exilis","juvenile",NA,"l_max",NA,NA,18.1076610441128,0.0256648342771058,0.903840389806804,NA
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","larva",NA,"l_max",NA,NA,5.05257815836263,0.0808503759301906,0.851724865175762,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia gemellarii","larva",NA,"l_max",NA,NA,4.78868605837173,0.0545898499854722,0.850185835356255,NA
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum punctatum","larva",NA,"l_max",NA,NA,5.26346682974158,0.0842604324122009,0.840052571499898,NA
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus kroyeri","larva",NA,"l_max",NA,NA,6.25046550160721,0.0490769331693775,0.827485536438276,NA
"Actinopterygii","Perciformes","Labridae","Halichoeres nicholsi","larva",NA,"l_max",NA,NA,3.41979947279233,0.0277324102424729,0.796787526077235,NA
"Actinopterygii","Perciformes","Sparidae","Spondyliosoma cantharus","larva",NA,"l_max",NA,NA,2.88856809164636,0.0663142791092035,0.783087084371916,NA
"Actinopterygii","Scorpaeniformes","Peristediidae","Peristedion gracile","larva",NA,"l_max",NA,NA,7.00831660987058,0.0661433652812038,0.858836449279762,NA
"Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","larva",NA,"l_max",NA,NA,2.66212681311964,0.0722238586462707,0.741321872409547,NA
"Cephalopoda","Oegopsida","Cranchiidae","Liocranchia reinhardtii","larva",NA,"l_max",NA,NA,1.97196910715466,0.0517251431308441,0.828398107066458,NA
"Actinopterygii","Ateleopodiformes","Ateleopodidae","Ateleopus natalensis","adult","TL","l_max",60,"TL",13.3488106490233,0.0181441084752163,0.94681268494452,60
"Actinopterygii","Ateleopodiformes","Ateleopodidae","Ateleopus natalensis","juvenile","TL","l_max",25.8,"TL",13.3488106490233,0.0181441084752163,0.94681268494452,25.8
"Actinopterygii","Ateleopodiformes","Ateleopodidae","Ateleopus natalensis","larva",NA,"l_max",NA,NA,13.3488106490233,0.0181441084752163,0.94681268494452,NA
"Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus ferox","adult","TL","l_max",215,"TL",14.3410788483398,0.0260265732773525,0.881745650515243,215
"Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus ferox","juvenile",NA,"l_max",NA,NA,14.3410788483398,0.0260265732773525,0.881745650515243,NA
"Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus ferox","larva",NA,"l_max",NA,NA,14.3410788483398,0.0260265732773525,0.881745650515243,NA
"Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus hoedti","adult","SL","l_max",14,"SL",12.4475841005471,0.0500598409184787,0.886146915633131,15.7987346714369
"Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus hoedti","juvenile",NA,"l_max",NA,NA,12.4475841005471,0.0500598409184787,0.886146915633131,NA
"Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus hoedti","larva",NA,"l_max",NA,NA,12.4475841005471,0.0500598409184787,0.886146915633131,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops similis","adult","TL","l_max",20,"TL",17.2142802152598,0.0369048079677297,0.93301655416459,20
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops similis","juvenile",NA,"l_max",NA,NA,17.2142802152598,0.0369048079677297,0.93301655416459,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops similis","larva",NA,"l_max",NA,NA,17.2142802152598,0.0369048079677297,0.93301655416459,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestrolepis intermedia","adult","SL","l_max",33.8,"SL",16.6999673960951,0.0264096781289054,0.936908060827257,36.0761118547275
"Actinopterygii","Aulopiformes","Paralepididae","Lestrolepis intermedia","juvenile",NA,"l_max",NA,NA,16.6999673960951,0.0264096781289054,0.936908060827257,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestrolepis intermedia","larva","BL","l_max",4,"TL",16.6999673960951,0.0264096781289054,0.936908060827257,4
"Actinopterygii","Aulopiformes","Scopelarchidae","Scopelarchus analis","adult","SL","l_max",12.6,"SL",7.79666322395798,0.0553915767145919,0.897950703040272,14.0319507043528
